date,revenue,tv_S,ooh_S,print_S,facebook_I,search_clicks_P,search_S,competitor_sales_B,facebook_S,events,newsletter,week_of_year,month,sin_week,cos_week,tv_S_transformed,facebook_S_transformed,search_S_transformed,ooh_S_transformed,tv_S_lag1,tv_S_lag2,facebook_S_lag1,facebook_S_lag2,search_S_lag1,search_S_lag2,tv_rolling4,fb_rolling4,tv_sov
2015-12-14,2875220.0,83450.3066666667,0.0,17680.0,10549765.6762647,12268.0703194346,4253.33333333333,8122883,2800.49067685105,na,2800.0,51,12,-0.12053668025532363,0.992708874098054,0.6093761681697129,0.5592467734746006,0.42845663051851196,0.7145391020598418,0.0,28613.4533333333,4256.37537782657,1141.95245035415,3786.66666666667,4133.33333333333,33605.52666666667,3951.487854959092,0.9220607506261643
2015-12-21,2215953.33333333,0.0,277336.0,0.0,2934089.82625045,9467.2480229987,3613.33333333333,7105985,689.582605192027,na,15478.0,52,12,6.432490598706546e-16,1.0,0.5639070518594778,0.5346764201742352,0.4345360809634995,0.8103019583617067,83450.3066666667,0.0,2800.49067685105,4256.37537782657,4253.33333333333,3786.66666666667,28015.94,2222.1002775559496,0.0
2015-12-28,2569921.66666667,33225.3066666667,0.0,31922.3111111111,16634027.0357604,12687.2586368544,3773.33333333333,7097237,5337.0051734019,na,13817.0,53,12,0.12053668025532314,0.992708874098054,0.5883241007166189,0.5807302968079712,0.44037816484073794,0.7948267779674834,0.0,83450.3066666667,689.582605192027,2800.49067685105,3613.33333333333,4253.33333333333,29168.90333333335,3270.8634583178864,0.7848069051641681
2016-01-04,2171506.66666667,687.053333333333,226753.6,0.0,13715898.6058832,12096.504594859,3706.66666666667,6974368,3623.01223287033,na,28817.0,1,1,0.12053668025532305,0.992708874098054,0.5438237390974057,0.590555279582437,0.4428010050355326,0.8254746003276715,33225.3066666667,0.0,5337.0051734019,689.582605192027,3773.33333333333,3613.33333333333,29340.666666666682,3112.5226720788264,0.0029264912938481383
2016-01-11,2464131.66666667,2952.22666666667,0.0,23581.2888888889,18851563.533732,11588.3696648409,4266.66666666667,7452174,4129.8161531585,na,19082.0,2,1,0.23931566428755774,0.970941817426052,0.5057520180323359,0.6026205501836522,0.45189729884206875,0.8109483929011851,687.053333333333,33225.3066666667,3623.01223287033,5337.0051734019,3706.66666666667,3773.33333333333,9216.146666666677,3444.8540411556887,0.26013765443378306
2016-01-18,2012520.0,0.0,0.0,0.0,11910187.8796785,9341.1605005463,3053.33333333333,6703566,3623.01223287033,na,19679.0,3,1,0.3546048870425356,0.9350162426854148,0.458930833772108,0.6065475426450307,0.4405218120577986,0.7955126391926957,2952.22666666667,687.053333333333,4129.8161531585,3623.01223287033,4266.66666666667,3706.66666666667,9216.146666666677,4178.211448075264,0.0
2016-01-25,1738911.66666667,0.0,0.0,11243.9111111111,10620420.1845297,7023.24641526987,3053.33333333333,5535394,3002.69058507969,na,15095.0,4,1,0.4647231720437685,0.8854560256532099,0.412823744458392,0.6037175258506924,0.4332501123802393,0.7791597917464212,0.0,2952.22666666667,3623.01223287033,4129.8161531585,3053.33333333333,4266.66666666667,909.8200000000007,3594.6328009947124,0.0
2016-02-01,1772306.66666667,16511.8266666667,42477.3333333333,0.0,0.0,9341.32576660873,2746.66666666667,5480098,0.0,na,9795.0,5,2,0.5680647467311558,0.8229838658936564,0.44927794852928943,0.568226366198736,0.4237857944572406,0.7777172075324843,0.0,0.0,3002.69058507969,3623.01223287033,3053.33333333333,3053.33333333333,4866.013333333342,2688.87974277713,0.26745939202887103
2016-02-08,1809058.33333333,0.0,0.0,4763.55555555556,11416552.5179333,7107.7773245362,2693.33333333333,5872523,3564.38219778663,na,10876.0,6,2,0.6631226582407952,0.7485107481711011,0.4034175801758456,0.5810828979147307,0.41689498172434386,0.7603699364931449,16511.8266666667,0.0,0.0,3002.69058507969,2746.66666666667,3053.33333333333,4127.956666666675,2547.521253934163,0.0
2016-02-15,1952740.0,66276.44,0.0,2448.4,5063253.0082151,0.0,0.0,5822926,1448.59774023091,na,19401.6538461538,7,2,0.7485107481711011,0.6631226582407953,0.5780954381119761,0.5653517602127673,0.3538627204880972,0.7421177661151985,0.0,16511.8266666667,3564.38219778663,0.0,2693.33333333333,2746.66666666667,20697.066666666677,2003.9176307743076,0.97861060268747
2016-02-22,1507805.0,0.0,0.0,0.0,0.0,0.0,0.0,5027123,0.0,na,19401.6538461538,8,2,0.8229838658936564,0.5680647467311559,0.5317828746083535,0.5291046454879375,0.2955305117782611,0.72298185246972,66276.44,0.0,1448.59774023091,3564.38219778663,0.0,2693.33333333333,20697.066666666677,1253.244984504385,0.0
2016-02-29,1510391.66666667,41556.2933333333,0.0,0.0,10819486.9089563,5355.8900395874,2293.33333333333,4561518,2415.59640398059,na,583.0,9,2,0.8854560256532099,0.4647231720437686,0.5837455959523719,0.5377953847062465,0.33941451549155166,0.7029942646354158,0.0,66276.44,0.0,1448.59774023091,0.0,0.0,26958.183333333327,1857.1440854995326,0.8982188040004853
2016-03-07,1588840.0,0.0,0.0,16506.0888888889,0.0,9625.7947240607,2826.66666666667,4996211,0.0,na,8224.0,10,3,0.9350162426854148,0.35460488704253557,0.537557112182111,0.5012774358244197,0.373397706580696,0.6821984495726272,41556.2933333333,0.0,2415.59640398059,0.0,2293.33333333333,0.0,26958.183333333327,966.048536052875,0.0
2016-03-14,1605990.0,19772.44,43994.1333333333,0.0,0.0,5688.41158754657,2373.33333333333,4938630,0.0,na,5311.0,11,3,0.970941817426052,0.23931566428755804,0.5436655191581962,0.46474585346108027,0.3805016798190996,0.7124783786626558,0.0,41556.2933333333,0.0,2415.59640398059,2826.66666666667,2293.33333333333,15332.183333333323,603.8991009951475,0.2989487133637681
2016-03-21,1356010.0,0.0,0.0,0.0,0.0,7036.81911751627,2293.33333333333,4520383,0.0,na,7428.0,12,3,0.992708874098054,0.120536680255323,0.4968629049300966,0.4285886641529216,0.38282030809951,0.6920557348360913,19772.44,0.0,0.0,0.0,2373.33333333333,2826.66666666667,15332.183333333323,603.8991009951475,0.0
2016-03-28,2103936.66666667,0.0,66088.5333333333,13579.4222222223,26747226.4873481,6090.3817960061,2533.33333333333,4506918,6471.04840519463,na,10025.0,13,3,1.0,-1.6081226496766366e-16,0.45011520243461983,0.5498607951726221,0.3893283053515921,0.7337938427525819,0.0,19772.44,0.0,0.0,2293.33333333333,2373.33333333333,4943.11,1617.7621012986574,0.0
2016-04-04,1120835.0,0.0,0.0,0.0,1146392.7743076,4636.5521979751,1906.66666666667,3738504,20.8373114038425,na,9460.0,14,4,0.992708874098054,-0.12053668025532288,0.40423210117377983,0.5138303610754311,0.37960543225910837,0.7142780681177355,0.0,0.0,6471.04840519463,0.0,2533.33333333333,2293.33333333333,4943.11,1622.971429149618,0.0
2016-04-11,1141140.0,0.0,66413.8666666667,0.0,0.0,4443.2572985456,1866.66666666667,3768926,0.0,na,2964.0,15,4,0.9709418174260521,-0.2393156642875575,0.3599644060604832,0.4772594083116272,0.3725161202272842,0.7448423979520269,0.0,0.0,20.8373114038425,6471.04840519463,1906.66666666667,2533.33333333333,0.0,1622.971429149618,0.0
2016-04-18,1166880.0,11126.7333333333,0.0,0.0,9416454.7015247,5696.9077760121,1786.66666666667,3663385,2348.68785330482,na,11663.0,16,4,0.9350162426854148,-0.35460488704253545,0.39072220428921145,0.5008099909292889,0.36613273502214855,0.7258339707016126,0.0,0.0,0.0,20.8373114038425,1866.66666666667,1906.66666666667,2781.683333333325,2210.143392475823,0.7290439840393943
2016-04-25,888806.666666667,0.0,0.0,0.0,0.0,4104.89140549907,1800.0,2960479,0.0,na,6317.0,17,4,0.8854560256532099,-0.4647231720437685,0.34707209809996087,0.46428076116333467,0.3625205446213555,0.7059684782667761,11126.7333333333,0.0,2348.68785330482,0.0,1786.66666666667,1866.66666666667,2781.683333333325,592.3812911771656,0.0
2016-05-02,898873.333333333,0.0,0.0,12518.5777777778,0.0,3685.01449491983,1266.66666666667,2861890,0.0,na,5408.0,18,5,0.8229838658936565,-0.5680647467311557,0.305850512524186,0.4281308135850818,0.3457566513027821,0.6852876846146931,0.0,11126.7333333333,0.0,2348.68785330482,1800.0,1786.66666666667,2781.683333333325,587.171963326205,0.0
2016-05-09,889373.333333334,0.0,49957.8666666667,0.0,0.0,4422.71423751953,1426.66666666667,2941465,0.0,na,1900.0,19,5,0.7485107481711013,-0.663122658240795,0.26751885057948604,0.3927321329656796,0.3395984897091952,0.7190292432326376,0.0,0.0,0.0,0.0,1266.66666666667,1800.0,2781.683333333325,587.171963326205,0.0
2016-05-16,1915375.0,0.0,0.0,0.0,16918655.5894522,0.0,0.0,3039148,3673.93077397783,na,19401.6538461538,20,5,0.6631226582407952,-0.7485107481711012,0.2323829587306661,0.48548044285198716,0.28258927820875834,0.6988752474706436,0.0,0.0,0.0,0.0,1426.66666666667,1266.66666666667,0.0,918.4826934944575,0.0
2016-05-23,1006845.0,0.0,124442.666666667,0.0,0.0,0.0,0.0,3292482,0.0,na,19401.6538461538,21,5,0.5680647467311558,-0.8229838658936564,0.2005980122136766,0.4490634920836769,0.23179131313411253,0.7657437557445135,0.0,0.0,3673.93077397783,0.0,0.0,1426.66666666667,0.0,918.4826934944575,0.0
2016-05-30,869198.333333334,0.0,0.0,0.0,0.0,4565.78751920413,1346.66666666667,2895248,0.0,na,9003.0,22,5,0.46472317204376906,-0.8854560256532096,0.1721853642863138,0.413184554618234,0.2764705646688957,0.7477651188434623,0.0,0.0,0.0,3673.93077397783,0.0,0.0,0.0,918.4826934944575,0.0
2016-06-06,727250.0,0.0,0.0,0.0,0.0,3110.33205292188,1200.0,2427455,0.0,na,4305.0,23,6,0.35460488704253584,-0.9350162426854147,0.14705676105802254,0.37820437558800146,0.2912487196308158,0.7288951752291888,0.0,0.0,0.0,0.0,1346.66666666667,0.0,0.0,918.4826934944575,0.0
2016-06-13,753730.0,0.0,0.0,0.0,0.0,4813.31436987967,1520.0,2516566,0.0,na,7217.0,24,6,0.23931566428755768,-0.970941817426052,0.1250414690350967,0.3444473302414401,0.3116790938612603,0.709162613893722,0.0,0.0,0.0,0.0,1200.0,1346.66666666667,0.0,0.0,0.0
2016-06-20,999196.666666667,20472.3866666667,123908.266666667,0.0,11151653.5519218,4475.39512233343,1626.66666666667,3012353,2553.15584799705,na,1983.0,25,6,0.12053668025532308,-0.992708874098054,0.34953461848129685,0.4342164984996205,0.3261443232001798,0.7688558852129836,0.0,0.0,0.0,0.0,1520.0,1200.0,5118.096666666675,638.2889619992625,0.13780506928110067
2016-06-27,845843.333333333,0.0,0.0,0.0,0.0,3675.03050439213,1506.66666666667,2826660,0.0,na,3437.0,26,6,-3.216245299353273e-16,-1.0,0.30815859703140247,0.39866541938138805,0.33029461875448973,0.7510384417363066,20472.3866666667,0.0,2553.15584799705,0.0,1626.66666666667,1520.0,5118.096666666675,638.2889619992625,0.0
2016-07-04,1126016.66666667,10121.0133333333,0.0,5168.4,0.0,4333.65846425293,1746.66666666667,3489775,0.0,na,4147.0,27,7,-0.12053668025532283,-0.992708874098054,0.35217423184335545,0.36415164919046744,0.3401027306874579,0.7323257198343799,0.0,20472.3866666667,0.0,2553.15584799705,1506.66666666667,1626.66666666667,7648.35,638.2889619992625,0.8528215568108065
2016-07-11,1140978.33333333,0.0,0.0,0.0,0.0,5852.91406415247,1906.66666666667,3807127,0.0,na,8479.0,28,7,-0.23931566428755743,-0.9709418174260521,0.3106349665132967,0.33098123712183813,0.35017529293332195,0.7127444492021807,10121.0133333333,0.0,0.0,0.0,1746.66666666667,1506.66666666667,7648.35,638.2889619992625,0.0
2016-07-18,1242656.66666667,1900.41333333333,319643.2,4780.66666666667,11243290.9562371,4215.5367592699,1426.66666666667,3824504,3552.81495682237,na,6348.0,29,7,-0.3546048870425356,-0.9350162426854148,0.2901064739449603,0.45934250186125075,0.34237068119802205,0.8173040111723858,0.0,10121.0133333333,0.0,0.0,1906.66666666667,1746.66666666667,3005.3566666666575,888.2037392055925,0.005820149823045823
2016-07-25,1293483.33333333,0.0,0.0,0.0,0.0,6289.94462433427,1946.66666666667,4307032,0.0,na,13762.0,30,7,-0.46472317204376806,-0.8854560256532101,0.2530287298059231,0.42327326060548265,0.3525392706330319,0.8022606498798138,1900.41333333333,0.0,3552.81495682237,0.0,1426.66666666667,1906.66666666667,3005.3566666666575,888.2037392055925,0.0
2016-08-01,1484843.33333333,28180.2533333333,164217.066666667,0.0,17868520.4627035,6851.71836762067,2280.0,4396674,5102.03141577443,na,11841.0,31,8,-0.5680647467311556,-0.8229838658936566,0.42667583808943227,0.5262060150554285,0.366773591239067,0.8201896652631625,0.0,1900.41333333333,0.0,3552.81495682237,1946.66666666667,1426.66666666667,7520.166666666658,2163.7115931492,0.14105688667836985
2016-08-08,1485698.33333333,0.0,0.0,807.777777777777,0.0,7304.35211159833,2533.33333333333,4941143,0.0,na,17162.0,32,8,-0.663122658240795,-0.7485107481711013,0.3815242858554099,0.4896413521473022,0.3804219432361265,0.8053273160183354,28180.2533333333,0.0,5102.03141577443,0.0,2280.0,1946.66666666667,7520.166666666658,2163.7115931492,0.0
2016-08-15,1556608.33333333,28630.68,0.0,0.0,5124647.2077109,0.0,0.0,4762083,1011.87769166753,na,19401.6538461538,33,8,-0.7485107481711011,-0.6631226582407952,0.47722134415580514,0.4799292844928146,0.31987905576471054,0.7895517126318011,0.0,28180.2533333333,0.0,5102.03141577443,2533.33333333333,2280.0,14202.733333333326,1528.4772768604898,0.9658640221875006
2016-08-22,1391206.66666667,0.0,0.0,13979.7333333333,3888055.5115468,0.0,0.0,4409483,641.83938513355,na,19401.6538461538,34,8,-0.8229838658936564,-0.5680647467311559,0.4307395531942359,0.4621994246940844,0.26485258477304424,0.7728582802365083,28630.68,0.0,1011.87769166753,0.0,0.0,2533.33333333333,14202.733333333326,1688.9371231438774,0.0
2016-08-29,2018783.33333333,23991.16,159645.866666667,0.0,0.0,9151.1797858402,3080.0,6065021,0.0,na,2453.0,35,8,-0.8854560256532096,-0.4647231720437691,0.48657073941211104,0.42608264269445656,0.3507407717670004,0.8042504905659411,0.0,28630.68,641.83938513355,1011.87769166753,0.0,0.0,13155.46,413.42926920027,0.12848940682217286
2016-09-05,2170721.66666667,21261.84,87810.1333333333,3081.37777777777,1293290.1215575,7270.37566183133,3173.33333333333,6512777,62.7969109801743,na,3186.0,36,9,-0.9350162426854147,-0.3546048870425359,0.5121321095469047,0.39346498714423545,0.38645646760078445,0.8084588659580161,23991.16,0.0,0.0,641.83938513355,3080.0,0.0,18470.92,429.1284969453136,0.18931706014695499
2016-09-12,2247670.0,0.0,160115.733333333,0.0,0.0,10132.1663115445,3333.33333333333,7311071,0.0,na,11247.0,37,9,-0.970941817426052,-0.23931566428755774,0.46527630262570646,0.3591325533047813,0.4070666967663341,0.8231954159483348,21261.84,23991.16,62.7969109801743,0.0,3173.33333333333,3080.0,11313.25,176.15907402843106,0.0
2016-09-19,2192026.66666667,0.0,32694.4,25536.6222222223,18188032.7873266,10565.8935356575,3400.0,6652807,4537.61809931117,na,15280.0,38,9,-0.992708874098054,-0.12053668025532357,0.4190254172672808,0.49283599228827063,0.41917388127806066,0.8144197575506446,0.0,21261.84,0.0,62.7969109801743,3333.33333333333,3173.33333333333,11313.25,1150.1037525728361,0.0
2016-09-26,1895213.33333333,0.0,162375.466666667,0.0,0.0,7473.37271653427,2973.33333333333,6168548,0.0,na,2886.0,39,9,-1.0,-1.8369701987210297e-16,0.3741551079384341,0.45635666932431246,0.41885887768391616,0.8271356038052262,0.0,0.0,4537.61809931117,0.0,3400.0,3333.33333333333,5315.46,1150.1037525728361,0.0
2016-10-03,2232910.0,144536.64,121869.866666667,9813.15555555556,14226512.314223,9646.7091261875,3373.33333333333,6395275,3147.16769281009,na,14067.0,40,10,-0.992708874098054,0.1205366802553232,0.6731314378882972,0.5046624992173402,0.4253088065941399,0.8306053113028896,0.0,0.0,0.0,4537.61809931117,2973.33333333333,3400.0,36134.16,1921.196448030315,0.5295798360955207
2016-10-10,2406035.0,0.0,0.0,10723.7777777778,15350219.0573247,12546.8289279689,3986.66666666667,7711902,3614.16669566233,na,24098.0,41,10,-0.9709418174260521,0.23931566428755738,0.6305846480366274,0.540675926912324,0.43835837900572944,0.8164111704679524,144536.64,0.0,3147.16769281009,0.0,3373.33333333333,2973.33333333333,36134.16,2824.7381219458975,0.0
2016-10-17,2252445.0,81389.3466666667,29795.7333333333,0.0,20472630.806976,12235.0207003765,3720.0,6734048,5324.417293529,na,26550.0,42,10,-0.9350162426854148,0.35460488704253557,0.6831954997825302,0.5838770342397526,0.44181246675525165,0.8074522241619316,0.0,144536.64,3614.16669566233,3147.16769281009,3986.66666666667,3373.33333333333,56481.49666666667,3021.437920500355,0.6769499041317756
2016-10-24,2663125.0,0.0,158912.533333333,9360.97777777777,21314180.0870472,10533.1317810342,4080.0,8356638,5865.92293671003,na,17728.0,43,10,-0.8854560256532101,0.464723172043768,0.6412605508819059,0.6142059503034598,0.4488276129503548,0.8224199733705929,81389.3466666667,0.0,5324.417293529,3614.16669566233,3720.0,3986.66666666667,56481.49666666667,4487.918654677862,0.0
2016-10-31,2974771.66666667,93994.7866666667,0.0,0.0,23921863.9786815,11553.3079938187,4893.33333333333,8937615,6407.42857989107,na,13989.0,44,10,-0.822983865893657,0.5680647467311548,0.698274444228409,0.6372233957597614,0.4631901262770763,0.8076987497426733,0.0,81389.3466666667,5865.92293671003,5324.417293529,4080.0,3720.0,43846.03333333335,5302.983876448107,0.8926757867199766
2016-11-07,2826128.33333333,0.0,142602.133333333,11543.8222222222,21344437.122308,14074.6642317623,4160.0,8832206,6954.9446522006,na,29426.0,45,11,-0.7485107481711011,0.6631226582407952,0.6573343643893282,0.6556438863765423,0.46233685000566455,0.8201422392773942,93994.7866666667,0.0,6407.42857989107,5865.92293671003,4893.33333333333,4080.0,43846.03333333335,6138.178365582675,0.0
2016-11-14,3182900.0,52324.3866666667,0.0,0.0,17399857.3868399,0.0,0.0,9584624,5332.015383182,na,19401.6538461538,46,11,-0.6631226582407955,0.7485107481711007,0.6733529125942895,0.6588412320747002,0.39711309773437026,0.8052769006672845,0.0,93994.7866666667,6954.9446522006,6407.42857989107,4160.0,4893.33333333333,36579.79333333335,6140.077887995924,0.9075208442841622
2016-11-21,2964696.66666667,6957.05333333333,145018.133333333,7293.06666666667,26828516.6308749,0.0,0.0,9029457,6682.09385063127,na,19401.6538461538,47,11,-0.5680647467311559,0.8229838658936564,0.6393455041157537,0.6687543169004179,0.3353516349744881,0.8190117509418532,52324.3866666667,0.0,5332.015383182,6954.9446522006,0.0,4160.0,38319.056666666685,6344.120616476234,0.04384956877270308
2016-11-28,2848525.0,0.0,0.0,4142.93333333333,17912251.1658841,24651.9854412569,9533.33333333333,9334174,4731.87970491727,na,27941.0,48,11,-0.4647231720437684,0.88545602565321,0.5950466381518887,0.6655422880442143,0.4777844989055394,0.8040752977768841,6957.05333333333,52324.3866666667,6682.09385063127,5332.015383182,0.0,0.0,14820.360000000008,5925.233397732785,0.0
2016-12-05,2740160.0,14254.4,239080.533333333,0.0,7156642.01074513,21707.9959767754,8400.0,8234498,1656.46786461852,na,51273.0,49,12,-0.35460488704253595,0.9350162426854147,0.5778393298570571,0.64398667974861,0.5127844628247517,0.831279131716977,0.0,6957.05333333333,4731.87970491727,6682.09385063127,9533.33333333333,0.0,18383.960000000006,4600.614200837264,0.05411869914951046
2016-12-12,2380508.33333333,0.0,0.0,0.0,9824311.5340606,17589.6202046075,7346.66666666667,7904539,3030.36123993544,na,19606.0,50,12,-0.2393156642875578,0.970941817426052,0.5315214356312908,0.6344759302133959,0.5219167562989031,0.8171290215930537,14254.4,0.0,1656.46786461852,4731.87970491727,8400.0,9533.33333333333,5302.863333333333,4025.2006650256253,0.0
2016-12-19,2230915.0,0.0,334920.0,0.0,4707374.89663063,15895.5947568563,6893.33333333333,7127441,1011.87769166753,na,4453.0,51,12,-0.12053668025532363,0.992708874098054,0.48465394230975617,0.6094847390318378,0.5236312695121677,0.8468399408182989,0.0,14254.4,3030.36123993544,1656.46786461852,7346.66666666667,8400.0,3563.6,2607.64662528469,0.0
2016-12-26,3659425.0,107721.013333333,0.0,0.0,22845683.1663427,25949.8619985573,7733.33333333333,7730351,7226.54800621497,na,559.0,52,12,6.432490598706546e-16,1.0,0.6560309769779041,0.6401255269287118,0.5308852439142278,0.8337338449640677,0.0,0.0,1011.87769166753,3030.36123993544,6893.33333333333,7346.66666666667,30493.85333333325,3231.3137006091147,0.8780585894858487
2017-01-02,2827008.33333333,41054.3466666667,453696.0,27998.1333333333,19390380.0700646,19393.2805096731,7373.33333333333,7498330,4281.21092460283,na,46507.0,1,1,0.12053668025532305,0.992708874098054,0.6617256023152764,0.6403178716051793,0.5324701516992772,0.8622186831457538,107721.013333333,0.0,7226.54800621497,1011.87769166753,7733.33333333333,6893.33333333333,37193.839999999924,3887.499465605192,0.08107020173464138
2017-01-09,2042143.33333333,0.0,0.0,0.0,19557226.0099221,21071.32173758,7080.0,6815506,5472.97695689383,na,21771.0,2,1,0.23931566428755774,0.970941817426052,0.6185355205228573,0.6484704326963919,0.5313049698471879,0.8501957715282754,41054.3466666667,107721.013333333,4281.21092460283,7226.54800621497,7373.33333333333,7733.33333333333,37193.839999999924,4498.1533948447905,0.0
2017-01-16,2113358.33333333,5913.29333333333,0.0,1535.64444444444,18679824.8726728,20637.544698338,6706.66666666667,6701008,5987.71917980457,na,35351.0,3,1,0.3546048870425356,0.9350162426854148,0.5841692798054873,0.6574926358764941,0.5278624883601851,0.8373216742022574,0.0,41054.3466666667,5472.97695689383,4281.21092460283,7080.0,7373.33333333333,38672.16333333326,5742.11376687905,0.3177877948234874
2017-01-23,2179918.33333333,0.0,0.0,10780.9777777778,28919354.1479856,20461.4578462089,7000.0,6998027,6502.4614027153,na,13998.0,4,1,0.4647231720437685,0.8854560256532099,0.5379906002516152,0.6668298248390554,0.5279584276462846,0.8235707779508588,5913.29333333333,0.0,5987.71917980457,5472.97695689383,6706.66666666667,7080.0,11741.910000000007,5561.092116004133,0.0
2017-01-30,2370613.33333333,40244.96,0.0,0.0,20018223.3112693,22707.7042912288,7226.66666666667,7097324,4280.64390298693,na,27415.0,5,1,0.5680647467311558,0.8229838658936564,0.5848688898421209,0.6614496285024116,0.5296856169655512,0.8089227900390923,0.0,5913.29333333333,6502.4614027153,5987.71917980457,7000.0,6706.66666666667,11539.563333333332,5560.950360600158,0.7776462666663748
2017-02-06,1814556.66666667,0.0,0.0,0.0,0.0,14867.5892962259,5586.66666666667,6048680,0.0,na,4085.0,6,2,0.6631226582407952,0.7485107481711011,0.5387065524208062,0.6279425070491431,0.5181956056136134,0.7933637911624115,40244.96,0.0,4280.64390298693,6502.4614027153,7226.66666666667,7000.0,11539.563333333332,4192.706121376699,0.0
2017-02-13,1951668.33333333,0.0,127723.733333333,0.0,29401726.1744863,0.0,0.0,6290401,8260.4552206404,na,19401.6538461538,7,2,0.7485107481711011,0.6631226582407953,0.4918706938786234,0.6577195171231466,0.4517121178935307,0.8087949888770118,0.0,40244.96,0.0,4280.64390298693,5586.66666666667,7226.66666666667,10061.24,4760.890131585658,0.0
2017-02-20,1918238.33333333,0.0,0.0,10691.0222222222,0.0,0.0,0.0,6137639,0.0,na,19401.6538461538,8,2,0.8229838658936564,0.5680647467311559,0.44517709902962993,0.6240530467844123,0.3869086326526203,0.7932282434931817,0.0,0.0,8260.4552206404,0.0,0.0,5586.66666666667,10061.24,3135.274780906833,0.0
2017-02-27,1472390.0,0.0,0.0,0.0,47563966.0789477,12513.0683056195,4506.66666666667,4802056,13900.6192339616,na,26556.0,9,2,0.8854560256532099,0.4647231720437686,0.39943172461806314,0.6851472618913561,0.42742310234459047,0.7767439819389175,0.0,0.0,0.0,8260.4552206404,0.0,0.0,0.0,5540.2686136505,0.0
2017-03-06,1477865.0,0.0,0.0,14027.7777777777,0.0,15487.6644036965,4666.66666666667,4688746,0.0,na,12272.0,10,3,0.9350162426854148,0.35460488704253557,0.3553761457265904,0.6527542645839017,0.44908616141922064,0.7593442614266039,0.0,0.0,13900.6192339616,0.0,4506.66666666667,0.0,0.0,5540.2686136505,0.0
2017-03-13,1300166.66666667,10360.88,0.0,0.0,0.0,13732.6730681545,4213.33333333333,4119318,0.0,na,25992.0,11,3,0.970941817426052,0.23931566428755804,0.38347901532944484,0.6188824080441852,0.4547447877271153,0.741040573937074,0.0,0.0,0.0,13900.6192339616,4666.66666666667,4506.66666666667,2590.22,3475.1548084904,0.7109049224840466
